AIDS,SIDA
TELEPATHY,TELEPATIE
TELEPHONE,TELEFON
TELESCOPE,TELESCOP
TELESCOPIUM,TELESCOPUL (CONSTELAŢIE)
TELEVISION,TELEVIZIUNE
TELEVISION,CATEGORIE:TELEVIZIUNE
TELLURIUM,TELUR
TEMPERATURE,TEMPERATURĂ
TEMPLE,TEMPLU
TEMPLE OF ARTEMIS,TEMPLUL ZEIŢEI ARTEMIS DIN EFES
TEN COMMANDMENTS,CELE ZECE PORUNCI
TENERIFE,TENERIFE
TENNESSEE,TENNESSEE (STAT SUA)
TENNESSEE,CATEGORIE:STATUL TENNESSEE, SUA
TENNESSEE WILLIAMS,TENNESSEE WILLIAMS
TENNIS,TENIS DE CÂMP
TENNIS,CATEGORIE:TENIS
TENZING NORGAY,TENZING NORGAY
TERBIUM,TERBIU
TERPSICHORE,TERPSICHORE
TERRORISM,TERORISM
TERRORISM,CATEGORIE:TERORISM
TERTULLIAN,TERTULIAN
TESTICLE,TESTICUL
TESTOSTERONE,TESTOSTERON
TETHYS (MYTHOLOGY),THETYS
TETRAHYDROCANNABINOL,THC
TEXAS,TEXAS (STAT SUA)
TEXAS,CATEGORIE:STATUL TEXAS, SUA
THAILAND,THAILANDA
THAILAND,CATEGORIE:THAILANDA
THALES,THALES DIN MILET
THALIA,THALIA (MUZĂ)
THANATOS,THANATOS
THANKSGIVING,ZIUA RECUNOŞTINŢEI
THANKSGIVING (CANADA),ZIUA RECUNOŞTINŢEI
THANKSGIVING (UNITED STATES),ZIUA RECUNOŞTINŢEI
THANKSGIVING (DISAMBIGUATION),ZIUA RECUNOŞTINŢEI
THE GAMBIA,GAMBIA
THE GAMBIA,CATEGORIE:GAMBIA
THE HAGUE,HAGA
THE STAR-SPANGLED BANNER,THE STAR-SPANGLED BANNER
THEATRE,TEATRU
THEATRE,CATEGORIE:TEATRU
THEBES,TEBA
THEBES,TEBA, EGIPT
THEMIS,THEMIS
THEOCRACY,TEOCRAŢIE
THEODOLITE,TEODOLIT
THEODOR MOMMSEN,THEODOR MOMMSEN
THEODORE ROOSEVELT,THEODORE ROOSEVELT
THEODOSIUS I,TEODOSIU I
THEOLOGY,TEOLOGIE
THEOREM,TEOREMĂ
THEORY,TEORIE
THEORY OF RELATIVITY,TEORIA RELATIVITĂŢII
THERMODYNAMICS,TERMODINAMICĂ
THERMODYNAMICS,CATEGORIE:TERMODINAMICĂ
THERMOMETER,TERMOMETRU
THESEUS,TEZEU
THESSALONIKI,SALONIC
THESSALY,TESALIA
THIAMINE,TIAMINĂ
THINK TANK,THINK TANK
THIRTY YEARS' WAR,RĂZBOIUL DE TREIZECI DE ANI
THOMAS AQUINAS,TOMA DE AQUINO
THOMAS EDISON,THOMAS ALVA EDISON
THOMAS HARDY,THOMAS HARDY
THOMAS HOBBES,THOMAS HOBBES
THOMAS JEFFERSON,THOMAS JEFFERSON
THOMAS MALTHUS,ROBERT MALTHUS
THOMAS MANN,THOMAS MANN
THOMAS MORE,THOMAS MORUS
THOMAS PAINE,THOMAS PAINE
THOR,THOR
THORIUM,TORIU
THOTH,THOT
THRACE,TRACIA
THUCYDIDES,TUCIDIDE
THUMB,PULGAR
THURINGIA,TURINGIA
THURINGIA,CATEGORIE:TURINGIA
THURSDAY,JOI
THYME,THYMUS
THYMINE,TIMINĂ
TIANJIN,TIANJIN
TIBER,TIBRU
TIBERIUS,TIBERIUS
TIBET,TIBET
TICINO,CANTONUL TICINO
TIDE,MAREE
TIGRIS,TIGRU (RÂU)
TIMBUKTU,TOMBOUCTOU
TIME,TIMP
TIME,CATEGORIE:TIMP
TIME (MAGAZINE),TIME (REVISTĂ)
TIME ZONE,FUS ORAR
TIMOR,TIMOR
TIMUR,TIMUR LENK
TIN,STANIU
TIRANA,TIRANA
TISSUE (BIOLOGY),ŢESUT
TITAN (DISAMBIGUATION),TITAN (DEZAMBIGUIZARE)
TITAN (MOON),TITAN (SATELIT)
TITAN (MYTHOLOGY),TITAN (MITOLOGIA GREACĂ)
TITANIA (MOON),TITANIA (SATELIT)
TITANIUM,TITAN
TITIAN,TIZIANO VECELLIO
TITUS,TITUS FLAVIUS VESPASIANUS
TIVOLI,TIVOLI
TOCANTINS (STATE),TOCANTINS
TOCOPHEROL,TOCOFEROL
TOGO,TOGO
TOKYO,TOKIO
TOLEDO,TOLEDO
TOLUENE,TOLUEN
TOM HANKS,TOM HANKS
TOM AND JERRY,TOM ŞI JERRY
TOMATO,ROŞIE
TONGA,TONGA
TONGUE,LIMBĂ (ANATOMIE)
TONNE,TONĂ
TONY BLAIR,TONY BLAIR
TOOTHBRUSH,PERIUŢĂ DE DINŢI
TOPAZ,TOPAZ
TOPEKA,TOPEKA, KANSAS
TOPOLOGY,CATEGORIE:TOPOLOGIE
TORAH,TORAH
TORNADO,TORNADĂ
TORONTO,TORONTO
TORTURE,TORTURĂ
TOTALITARIANISM,TOTALITARISM
TOULON,TOULON
TOULOUSE,TOULOUSE
TOUR DE FRANCE,TURUL FRANŢEI
TOURISM,TURISM
TOURISM,CATEGORIE:TURISM
TOURS,TOURS
TOWER OF BABEL,TURNUL BABEL
TOWER OF LONDON,TURNUL LONDREI
TOWN,ORAŞ
TOXICITY,TOXICITATE
TOXICOLOGY,TOXICOLOGIE
TOY,JUCĂRIE
TOYOTA,TOYOTA
TRACTOR,TRACTOR
TRADE UNION,SINDICAT
TRAGEDY,TRAGEDIE
TRAIN,TREN
TRAIN STATION,GARĂ
TRAJAN,TRAIAN
TRAM,TRAMVAI
TRANSCENDENTAL NUMBER,NUMĂR TRANSCENDENT
TRANSFORMER,TRANSFORMATOR
TRANSISTOR,TRANZISTOR
TRANSLITERATION,TRANSLITERARE
TRANSMISSION CONTROL PROTOCOL,TRANSMISSION CONTROL PROTOCOL
TRANSPORTATION,CATEGORIE:TRANSPORT
TRANSYLVANIA,TRANSILVANIA
TRAPEZOID,TRAPEZ
TREATY,TRATAT
TREATY OF VERSAILLES,TRATATUL DE LA VERSAILLES
TREE,ARBORE
TRENTO,TRENTO
TRENTON,TRENTON, NEW JERSEY
TRIANGLE,TRIUNGHI
TRIANGULUM,TRIUNGHIUL (CONSTELAŢIE)
TRIANGULUM AUSTRALE,TRIUNGHIUL AUSTRAL (CONSTELAŢIE)
TRIASSIC,TRIASIC
TRIBUTARY,AFLUENT
TRICERATOPS,TRICERATOPS
TRIER,TRIER
TRIGONOMETRIC FUNCTION,FUNCŢIE TRIGONOMETRICĂ
TRIGONOMETRY,TRIGONOMETRIE
TRIGONOMETRY,CATEGORIE:TRIGONOMETRIE
TRINIDAD AND TOBAGO,TRINIDAD-TOBAGO
TRINITROTOLUENE,TRINITROTOLUEN
TRINITY,SFÂNTA TREIME
TRIPOLI,TRIPOLI
TRITIUM,TRITIU
TRITON (MOON),TRITON (SATELIT)
TRIUMPHAL ARCH,ARC DE TRIUMF
TROJAN HORSE,CALUL TROIAN
TROJAN WAR,RĂZBOIUL TROIAN
TROLL,TROL
TROLL (INTERNET),TROLL
TROLLEYBUS,TROLEIBUZ
TRONDHEIM,TRONDHEIM
TROTSKYISM,TROŢKISM
TROY,TROIA
TRUCK,AUTOCAMION
TRUMAN DOCTRINE,DOCTRINA TRUMAN
TRUTH,ADEVĂR
TRYGVE LIE,TRYGVE LIE
TRYPTOPHAN,TRIPTOFAN
TSAR,ŢAR
TSUNAMI,TSUNAMI
TUAREG,TUAREGI
TUCANA,TUCANUL (CONSTELAŢIE)
TUCSON,TUCSON, ARIZONA
TUESDAY,MARŢI
TULIP,LALEA
TUNDRA,TUNDRĂ
TUNGSTEN,WOLFRAM (ELEMENT)
TUNIS,TUNIS
TUNISIA,TUNISIA
TUNNEL,TUNEL
TURBINE,TURBINĂ
TURIN,TORINO
TURING MACHINE,MAŞINĂ TURING
TURKEY,TURCIA
TURKEY,CATEGORIE:TURCIA
TURKMENISTAN,TURKMENISTAN
TURKMENISTAN,CATEGORIE:TURKMENISTAN
TURTLE,BROASCĂ ŢESTOASĂ
TUSCANY,TOSCANA
TUVALU,TUVALU
TUVALU,CATEGORIE:TUVALU
TYCHO BRAHE,TYCHO BRAHE
TYPEWRITER,MAŞINĂ DE SCRIS
TYROL (STATE),TIROL (LAND)
TYRRHENIAN SEA,MAREA TIRENIANĂ
U,U
UNESCO,UNESCO
UFA,UFA
UGANDA,UGANDA
UKRAINE,UCRAINA
UKRAINE,CATEGORIE:UCRAINA
ULAN BATOR,ULAANBAATAR
ULSTER,ULSTER
ULTRAVIOLET,RAZE ULTRAVIOLETE
ULYSSES S. GRANT,ULYSSES S. GRANT
UMBRIA,UMBRIA
UNCERTAINTY PRINCIPLE,PRINCIPIUL INCERTITUDINII
UNEMPLOYMENT,ŞOMAJ
UNIDENTIFIED FLYING OBJECT,OBIECT ZBURĂTOR NEIDENTIFICAT
UNIFORM RESOURCE LOCATOR,UNIFORM RESOURCE LOCATOR
UNITED ARAB EMIRATES,EMIRATELE ARABE UNITE
UNITED ARAB EMIRATES,CATEGORIE:EMIRATELE ARABE UNITE
UNITED KINGDOM,REGATUL UNIT
UNITED KINGDOM,CATEGORIE:REGATUL UNIT
UNITED NATIONS,ORGANIZAŢIA NAŢIUNILOR UNITE
UNITED NATIONS,CATEGORIE:ORGANIZAŢIA NAŢIUNILOR UNITE
UNITED NATIONS CHILDREN'S FUND,UNICEF
UNITED STATES,STATELE UNITE ALE AMERICII
UNITED STATES,CATEGORIE:STATELE UNITE ALE AMERICII
UNITED STATES AIR FORCE,UNITED STATES AIR FORCE
UNITED STATES CONGRESS,CONGRESUL STATELOR UNITE ALE AMERICII
UNITED STATES CONSTITUTION,CONSTITUŢIA STATELOR UNITE ALE AMERICII
UNITED STATES HOUSE OF REPRESENTATIVES,CAMERA REPREZENTANŢILOR A STATELOR UNITE ALE AMERICII
UNITED STATES NAVY,UNITED STATES NAVY
UNITED STATES SENATE,SENATUL STATELOR UNITE ALE AMERICII
UNITED STATES VIRGIN ISLANDS,INSULELE VIRGINE AMERICANE
UNITED STATES DOLLAR,DOLAR AMERICAN
UNIVERSE,UNIVERS
UNIVERSITY,UNIVERSITATE
UNIVERSITY OF CHICAGO,UNIVERSITATEA CHICAGO
UNIX,UNIX
UNUNBIUM,UNUNBIU
UNUNTRIUM,UNUNTRIU
UPPSALA,UPPSALA
UR,UR
URACIL,URACIL
URAL MOUNTAINS,MUNŢII URAL
URANIA,URANIA
URANIUM,URANIU
URANUS,URANUS (PLANETĂ)
URANUS,CATEGORIE:URANUS
URANUS (MYTHOLOGY),URANUS (MITOLOGIE)
URDU,LIMBA URDU
URSA MAJOR,URSA MARE
URSA MINOR,URSA MICĂ (CONSTELAŢIE)
URUGUAY,URUGUAY
URUGUAY,CATEGORIE:URUGUAY
UTAH,UTAH (STAT SUA)
UTAH,CATEGORIE:STATUL UTAH, SUA
UTERUS,UTER
UTILITARIANISM,UTILITARISM
UTRECHT (CITY),UTRECHT
UTRECHT (PROVINCE),UTRECHT (PROVINCIE)
UTTAR PRADESH,UTTAR PRADESH
UZBEKISTAN,UZBEKISTAN
UZBEKISTAN,CATEGORIE:UZBEKISTAN
V,V
VACCINE,VACCIN
VACUUM,VID
VADUZ,VADUZ
VAGINA,VAGIN
VALENCE,VALENCE
VALENCIA,VALENCIA
VALENTINE'S DAY,ZIUA ÎNDRĂGOSTIŢILOR
VALHALLA,WALHALLA
VALKYRIE,WALKIRIE
VALLETTA,VALLETTA
VANADIUM,VANADIU
VANCOUVER,VANCOUVER
VANIR,VANIR
VANUATU,VANUATU
VANUATU,CATEGORIE:VANUATU
VAR (DEPARTMENT),VAR (DEPARTAMENT)
VARNA,VARNA
VASCULAR PLANT,CORMOFIT
VATICAN CITY,VATICAN
VATICAN CITY,CATEGORIE:VATICAN
VECTOR (SPATIAL),VECTOR (SPAŢIAL)
VEGETABLE,LEGUMĂ
VEGETARIANISM,VEGETARIANISM
VELA (CONSTELLATION),VELELE (CONSTELAŢIE)
VENETO,VENETO
VENEZUELA,VENEZUELA
VENEZUELA,CATEGORIE:VENEZUELA
VENICE,VENEŢIA
VENUS,VENUS (PLANETĂ)
VENUS (MYTHOLOGY),VENUS (ZEIŢĂ)
VERB,VERB
VERMONT,VERMONT (STAT SUA)
VERMONT,CATEGORIE:STATUL VERMONT, SUA
VERONA,VERONA
VERSAILLES,VERSAILLES
VERTEBRATE,VERTEBRATA
VESPASIAN,VESPASIAN
VESTA (MYTHOLOGY),VESTA
VICE PRESIDENT OF THE UNITED STATES,VICEPREŞEDINTE AL STATELOR UNITE ALE AMERICII
VICHY,VICHY
VICTOR HUGO,VICTOR HUGO
VICTORIA,VICTORIA, SEYCHELLES
VICTORIA,VICTORIA, COLUMBIA BRITANICĂ
VICTORIA FALLS,CASCADA VICTORIA
VIDEO GAME,JOCURI VIDEO
VIENNA,VIENA
VIENNE,VIENNE
VIETNAM,VIETNAM
VIETNAM,CATEGORIE:VIETNAM
VIETNAM WAR,RĂZBOIUL DIN VIETNAM
VIKING,VIKINGI
VILFREDO PARETO,VILFREDO PARETO
VILLAGE,SAT
VILNIUS,VILNIUS
VINCENT VAN GOGH,VINCENT VAN GOGH
VINCENZO BELLINI,VINCENZO BELLINI
VIOLA,VIOLĂ
VIOLIN,VIOARĂ
VIRGIL,PUBLIUS VERGILIUS MARO
VIRGINIA,VIRGINIA (STAT SUA)
VIRGINIA,CATEGORIE:STATUL VIRGINIA, SUA
VIRGINIA WOOLF,VIRGINIA WOOLF
VIRGO (CONSTELLATION),FECIOARA (CONSTELAŢIE)
VIRUS,VIRUS
VISCOSITY,VISCOZITATE
VISHNU,VIŞNU
VISTULA,VISTULA
VITAMIN,VITAMINĂ
VITAMIN A,RETINOL
VITAMIN B6,VITAMINA B6
VITAMIN C,VITAMINA C
VITTORIO DE SICA,VITTORIO DE SICA
VIVIEN LEIGH,VIVIEN LEIGH
VLADIMIR LENIN,VLADIMIR ILICI LENIN
VLADIMIR NABOKOV,VLADIMIR NABOKOV
VLADIMIR PUTIN,VLADIMIR PUTIN
VLADIVOSTOK,VLADIVOSTOK
VOCATIVE CASE,CAZUL VOCATIV
VODKA,VODKĂ
VOLANS,PEŞTELE ZBURĂTOR (CONSTELAŢIE)
VOLCANO,VULCAN (GEOGRAFIE)
VOLCANOLOGY,CATEGORIE:VULCANOLOGIE
VOLGA RIVER,VOLGA
VOLGOGRAD,VOLGOGRAD
VOLLEYBALL,VOLEI
VOLT,VOLT
VOLTAGE,TENSIUNE ELECTRICĂ
VOLTAIRE,VOLTAIRE
VOLUME,VOLUM
VOODOO,VAUDOU
VOWEL,VOCALĂ
VULCAN (MYTHOLOGY),VULCAN (ZEU)
VULGAR LATIN,LATINA VULGARĂ
VULGATE,BIBLIA VULGATA
VULPECULA,VULPEA (CONSTELAŢIE)
VULVA,VULVĂ
W,W
W. SOMERSET MAUGHAM,WILLIAM SOMERSET MAUGHAM
WYSIWYG,WYSIWYG
WALES,ŢARA GALILOR
WALRUS,MORSĂ
WALT DISNEY,WALT DISNEY
WALT WHITMAN,WALT WHITMAN
WALTER GROPIUS,WALTER GROPIUS
WAR,RĂZBOI
WAR CRIME,CRIMĂ DE RĂZBOI
WARS OF THE ROSES,RĂZBOIUL CELOR DOUĂ ROZE
WARSAW,VARŞOVIA
WASHINGTON,WASHINGTON, DC
WASHINGTON,WASHINGTON (STAT SUA)
WASHINGTON (DISAMBIGUATION),WASHINGTON (DEZAMBIGUIZARE)
WASSILY KANDINSKY,VASILI KANDINSKI
WATER,APĂ
WATER,CATEGORIE:APĂ
WATER POLO,POLO PE APĂ
WATERFALL,CASCADĂ
WATERGATE SCANDAL,AFACEREA WATERGATE
WATT,WATT
WATT-HOUR,WATT-ORĂ
WAVE,UNDĂ
WAVELENGTH,LUNGIME DE UNDĂ
WEAPON,ARMĂ
WEB BROWSER,BROWSER
WEB PAGE,PAGINĂ WEB
WEBSITE,WEBSITE
WEEK,SĂPTĂMÂNĂ
WEIGHT,GREUTATE
WEIMAR,WEIMAR
WEIMAR REPUBLIC,REPUBLICA DE LA WEIMAR
WELDING,SUDARE
WELLINGTON,WELLINGTON
WERNHER VON BRAUN,WERNHER VON BRAUN
WESER RIVER,RÂUL WESER
WEST,VEST
WEST BENGAL,BENGALUL DE VEST
WEST BERLIN,BERLINUL DE VEST
WEST GERMANY,GERMANIA DE VEST
WEST SUSSEX,WEST SUSSEX
WEST VIRGINIA,WEST VIRGINIA (STAT SUA)
WESTERN ROMAN EMPIRE,IMPERIUL ROMAN DE APUS
WESTERN SAHARA,SAHARA OCCIDENTALĂ
WESTMINSTER ABBEY,CATEDRALA WESTMINSTER
WHALE,BALENĂ
WHEAT,GRÂU
WHEEL,ROATĂ
WHISKY,WHISKY
WHITE HOUSE,CASA ALBĂ
WHITE SEA,MAREA ALBĂ
WHITE BLOOD CELL,LEUCOCITĂ
WHITE DWARF,PITICĂ ALBĂ
WICCA,WICCA
WIESBADEN,WIESBADEN
WILDCAT,PISICĂ SĂLBATICĂ
WILHELM OSTWALD,WILHELM OSTWALD
WILLIAM BLAKE,WILLIAM BLAKE
WILLIAM BUTLER YEATS,WILLIAM BUTLER YEATS
WILLIAM FAULKNER,WILLIAM FAULKNER
WILLIAM GLADSTONE,WILLIAM GLADSTONE
WILLIAM GOLDING,WILLIAM GOLDING
WILLIAM HARVEY,WILLIAM HARVEY
WILLIAM HENRY HARRISON,WILLIAM HENRY HARRISON
WILLIAM HERSCHEL,WILLIAM HERSCHEL
WILLIAM HOWARD TAFT,WILLIAM HOWARD TAFT
WILLIAM I,WILHELM I AL GERMANIEI
WILLIAM II,WILHELM AL II-LEA AL GERMANIEI
WILLIAM MCKINLEY,WILLIAM MCKINLEY
WILLIAM ROWAN HAMILTON,WILLIAM ROWAN HAMILTON
WILLIAM SHAKESPEARE,WILLIAM SHAKESPEARE
WILLIAM SHOCKLEY,WILLIAM BRADFORD SHOCKLEY
WILLIAM WORDSWORTH,WILLIAM WORDSWORTH
WILLIAM OF OCKHAM,WILLIAM OCKHAM
WILLOW,SALCIE
WILLY BRANDT,WILLY BRANDT
WIND POWER,ENERGIE EOLIANĂ
WINDHOEK,WINDHOEK
WINDMILL,MOARĂ DE VÂNT
WINE,VIN
WINNIPEG,WINNIPEG, MANITOBA
WINSTON CHURCHILL,WINSTON CHURCHILL
WINTER,IARNĂ
WINTER OLYMPIC GAMES,JOCURI OLIMPICE DE IARNĂ
WINTER OLYMPIC GAMES,CATEGORIE:JOCURILE OLIMPICE DE IARNĂ
WISCONSIN,WISCONSIN (STAT SUA)
WISCONSIN,CATEGORIE:STATUL WISCONSIN, SUA
WOLFGANG AMADEUS MOZART,WOLFGANG AMADEUS MOZART
WOLFGANG PAULI,WOLFGANG PAULI
WOMAN,FEMEIE
WOOD,LEMN
WOODROW WILSON,WOODROW WILSON
WOODY ALLEN,WOODY ALLEN
WORCESTERSHIRE,WORCESTERSHIRE
WORD,CUVÎNT
WORD PROCESSOR,PROCESOR DE TEXT
WORLD BANK,BANCA MONDIALĂ
WORLD HEALTH ORGANIZATION,ORGANIZAŢIA MONDIALĂ A SĂNĂTĂŢII
WORLD TRADE CENTER,WORLD TRADE CENTER
WORLD TRADE ORGANIZATION,ORGANIZAŢIA MONDIALĂ A COMERŢULUI
WORLD WAR I,PRIMUL RĂZBOI MONDIAL
WORLD WAR I,CATEGORIE:PRIMUL RĂZBOI MONDIAL
WORLD WAR II,AL DOILEA RĂZBOI MONDIAL
WORLD WAR II,CATEGORIE:AL DOILEA RĂZBOI MONDIAL
WORLD WIDE WEB,WORLD WIDE WEB
WORLD WIDE WEB,CATEGORIE:WORLD WIDE WEB
WORLD WAR,RĂZBOI MONDIAL
WORM,VIERME
WORMHOLE,GAURĂ DE VIERME
WRITER,SCRIITOR
WUHAN,WUHAN
WYOMING,WYOMING (STAT SUA)
X,X
X-RAY,RADIAŢIE X
XENON,XENON
XENOPHANES,XENOFAN
XENOPHOBIA,XENOFOBIE
XENOPHON,XENOFON
XINJIANG,XINJIANG
Y,Y
YAHWEH,YHWH
YALE UNIVERSITY,UNIVERSITATEA YALE
YALTA,IALTA
YALTA CONFERENCE,CONFERINŢA DE LA IALTA
YANGON,YANGON
YANGTZE RIVER,YANGTZE
YASSER ARAFAT,YASSER ARAFAT
YEAR,AN
YEARS,CATEGORIE:ANI
YELLOW,GALBEN
YELLOW RIVER,FLUVIUL GALBEN
YELLOW SEA,MAREA GALBENĂ
YELLOWSTONE NATIONAL PARK,PARCUL NAŢIONAL YELLOWSTONE
YEMEN,YEMEN
YEMEN,CATEGORIE:YEMEN
YENISEI RIVER,ENISEI
YEREVAN,EREVAN
YGGDRASIL,YGGDRASIL
YO-YO,YO-YO
YOGA,YOGA
YOGHURT,IAURT
YOKOHAMA,YOKOHAMA
YOM KIPPUR,IOM KIPUR
YOM KIPPUR WAR,RĂZBOIUL DE YOM KIPPUR
YORK,YORK
YOSEMITE NATIONAL PARK,PARCUL NAŢIONAL YOSEMITE
YTTERBIUM,YTERBIU
YTTRIUM,YTRIU
YUAN DYNASTY,DINASTIA YUAN
YUGOSLAVIA,IUGOSLAVIA
YUGOSLAVIA,CATEGORIE:IUGOSLAVIA
YUKON,YUKON
YUNNAN,YUNNAN
YURI GAGARIN,IURI GAGARIN
Z,Z
ZACHARY TAYLOR,ZACHARY TAYLOR
ZAGREB,ZAGREB
ZAMBEZI,ZAMBEZI
ZAMBIA,ZAMBIA
ZAMBIA,CATEGORIE:ZAMBIA
ZANZIBAR,ZANZIBAR
ZARAGOZA,ZARAGOZA
ZEALAND,ZEALAND
ZEBRA,ZEBRĂ
ZEN,ZEN
ZENITH,ZENIT
ZENO (EMPEROR),ZENON (ÎMPĂRAT)
ZENO OF ELEA,ZENON DIN ELEEA
ZEUS,ZEUS
ZEUS (DISAMBIGUATION),ZEUS
ZIMBABWE,ZIMBABWE
ZIMBABWE,CATEGORIE:ZIMBABWE
ZINC,ZINC
ZIONISM,SIONISM
ZIRCONIUM,ZIRCONIU
ZODIAC,ZODIAC
ZOOLOGY,ZOOLOGIE
ZOOLOGY,CATEGORIE:ZOOLOGIE
ZOROASTER,ZARATHUSTRA
ZOROASTRIANISM,ZOROASTRISM
9 ; NINE,NOU
ABIDJAN,ABIDJAN
ABKHAZIA,ABHAZIA
ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN ; ABRAHAM LINCOLN,ABRAHAM LINCOLN
ADELAIDE,ADELAIDE
ADRIATIC SEA,MAREA ADRIATICĂ
AEGEAN SEA,MAREA EGEE
AFRIKAANS,AFRIKAANS
ALBANIA ; REPUBLIC OF ALBANIA,ALBANIA
ALGERIA ; PEOPLE'S DEMOCRATIC REPUBLIC OF ALGERIA,ALGERIA
ALPS,ALPI
AMERICAN SAMOA,SAMOA AMERICANĂ
ANDORRA ; PRINCIPALITY OF ANDORRA,ANDORRA
ANGOLA ; REPUBLIC OF ANGOLA,ANGOLA
ANGUILLA,ANGUILLA
ANTIGUA AND BARBUDA,ANTIGUA ŞI BARBUDA ; АНТИГВА И БАРБУДА
APRIL,APRILIE
APUS,PASĂREA PARADISULUI
AQUARIUS,VĂRSĂTORUL
AQUILA,VULTURUL
ARABIC ; STANDARD ARABIC,ARABĂ
ARGENTINA ; ARGENTINE REPUBLIC,ARGENTINA
ARIES,BERBECUL
ARIZONA,ARIZONA
ARMENIA,ARMENIA
ARMENIAN,ARMEANĂ
ARUBA,ARUBA
ASTERACEAE ; SUNFLOWER FAMILY ; COMPOSITAE ; DAISY FAMILY ; ASTER FAMILY,ASTERACEAE
AUGUST,AUGUST
AUSTRALIA ; COMMONWEALTH OF AUSTRALIA,AUSTRALIA
AUSTRIA ; REPUBLIC OF AUSTRIA,AUSTRIA
AZERBAIJAN ; REPUBLIC OF AZERBAIJAN,AZERBAIGEAN
AZORES,AZORE
BAHRAIN,BAHRAIN
BALEARIC ISLANDS,INSULELE BALEARE
BANGLADESH ; PEOPLE'S REPUBLIC OF BANGLADESH,BANGLADEŞ
BELARUSAN ; BELARUSAN ; BELARUSIAN ; BELORUSSIAN ; BYELORUSSIAN,BIELORUSĂ ; BIELORUSĂ ; BIELORUSĂ ; BIELORUSĂ ; BIELORUSĂ
BELGIUM ; KINGDOM OF BELGIUM,BELGIA
BELIZE,BELIZE
BENGALI ; BENGALI,BENGALEZĂ
BERMUDA,BERMUDA
BHUTAN ; KINGDOM OF BHUTAN,BUTHAN
BIBLE,BIBLIA
BIRMINGHAM,BIRMINGHAM
BOKMÅL,BOKMÅL
BOLIVIA ; REPUBLIC OF BOLIVIA,BOLIVIA
BORNEO ; KALIMANTAN,BORNEO
BOSNIA AND HERZEGOVINA ; REPUBLIC OF BOSNIA AND HERZEGOVINA,BOSNIA ŞI HERŢEGOVINA
BOTSWANA ; REPUBLIC OF BOTSWANA,BOTSWANA
BOURGOGNE,BURGOGNE
BOÖTES,BOARUL
BRAZIL,BRAZILIA
BRETON ; BRETON,BRETONĂ
BRITISH INDIAN OCEAN TERRITORY ; BIOT,TERITORIUL BRITANIC DIN OCEANUL INDIAN
BUCHAREST,BUCUREŞTI
BULGARIA ; REPUBLIC OF BULGARIA,BULGARIA
BULGARIAN,BULGAR
BULGARIAN ; BULGARIAN,BULGARĂ
BURUNDI ; REPUBLIC OF BURUNDI,BURUNDI
CAIRO,CAIRO
CAMBODIA ; KINGDOM OF CAMBODIA,CAMBODGIA
CAMEROON ; REPUBLIC OF CAMEROON,CAMERUN
CANADA,CANADA
CANCER,RACUL
CANES VENATICI,CÂINII DE VÂNĂTOARE
CANIS MAJOR,CÂINELE MARE
CANIS MINOR,CÂINELE MIC ; МАЛЫЙ ПЁС
CAPRICORN,CAPRICORNUL
CASSIOPEIA,CASSIOPEIA
CATALAN ; CATALAN,CATALANĂ
CAYMAN ISLANDS,INSULELE CAYMAN
CHARENTE,CHARENTE
CHECHEN ; CHECHEN,CECENĂ
CHILE ; REPUBLIC OF CHILE,CHILE
CHRISTMAS,CRĂCIUN ; NAŞTEREA DOMNULUI
CHRISTMAS ISLAND,INSULA CHRISTMAS
CHRISTMAS TREE,POM DE CRĂCIUN
COLOMBIA ; REPUBLIC OF COLOMBIA,COLUMBIA
COOK ISLANDS,INSULELE COOK
CORFU,CORFU
CROATIAN ; CROATION,CROATĂ
CUBA ; REPUBLIC OF CUBA,CUBA
CYPRUS ; REPUBLIC OF CYPRUS,CIPRU
CZECH ; CZECH,CEHĂ
CZECH REPUBLIC ; CZECHIA,CEHIA
DAGESTAN,DAGHESTAN
DAKAR,DAKAR
DANISH,DANEZĂ
DECEMBER,DECEMBRIE
DEFINITION ; DEFINITION,DEFINIŢIE
DUTCH,OLANDEZĂ
EU ; EUROPEAN UNION,UNIUNEA EUROPEANĂ
EAST TIMOR ; DEMOCRATIC REPUBLIC OF TIMOR-LESTE,TIMORUL DE EST
EASTER,PAŞTI
EGYPT ; ARAB REPUBLIC OF EGYPT,EGIPT
EL SALVADOR ; REPUBLIC OF EL SALVADOR,EL SALVADOR
ENGLAND,ANGLIA
ERITREA,ERITREA
ESTONIA ; REPUBLIC OF ESTONIA,ESTONIA
ESTONIAN,ESTONĂ
ETHIOPIA ; FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA,ETIOPIA
FALKLAND ISLANDS,INSULELE FALKLAND ; INSULELE MALVINE
FAROE ISLANDS,INSULELE FEROE
FAROESE ; FAEROESE,FEROEZĂ ; FAROEZĂ
FINLAND ; REPUBLIC OF FINLAND,FINLANDA
FINNISH,FINLANDEZĂ
FLANDERS ; FLEMISH REGION,FLANDRA
